name,lat,lng
241687 บริษัท สหกิจ สเตชั่น จำกัด (แกลง),12.837796331988,101.62549089138
242505 บ.พี.เอ.บางนา จำกัด (รามอินทรา กม.13),13.8122576113212,100.693966580428
242540 บริษัท เดอะ อัลฟ่า (ประเทศไทย) จำ,14.0567075795087,100.746510313635
242583 บริษัท ปิยะกิจ ปิโตรเลียม จำกัด (สาขาบ่อวิน),13.0738742723336,101.115341090418
242748 บจก.เอฟโวลูชั่นออยล์เอ็นจิเนียริ่ง(สาขามอเตอร์เวย,14.2482312047487,100.704656408282
243705 บริษัท ทองซุพรีม จำกัด (สาขาวังน้อย),14.1858475945715,100.628056208284
243858 Preampanachai Industry,18.774456,99.062538
244021 บจก.ทู บี คอนทินิว เอแอนด์เอ็ม (นางเลิ้ง),13.760958507115,100.51363354414
244041 บริษัท พี.เอ.บางนา จำกัด (รามคำแหง ขาเข้า),13.7527294891048,100.611579790442
244043 บริษัท วรรณกฤต 2565 จำกัด (สาขาหนองยายบู่),13.1381402203083,100.98665501066
244053 บริษัท ปิ่นบุรีเชื้อเพลิง 331 จำกัด บ่อวิน,13.0274905947439,101.072687794529
244067 บริษัท ปิ่นบุรีเชื้องเพลิง จำกัด (สาขามาบตาพุด),12.7411767358767,101.12044747656
244108 บริษัท บุญเต็มถัง จำกัด จำกัด (ร่มเกล้า),13.749599868747,100.747203218696
244257 บริษัท ดีซี กรุ๊ป จำกัด คลองส่งน้ำฯ,13.554292383848,100.752367947443
245156 บจก.พี.พี.พี. พระราม 5 แก๊ส (บางเลน),14.0034131118124,100.172656772206
245283 บริษัท ปิ่นบุรีเชื้อเพลิง จำกัด (เนินพระ),12.685608682932,101.215741671632
245571 หจก.เชาวรัตน์ (1993),15.722913,100.1175
245597 หจก.วี แอนด์ เจ (1992),17.301589,101.781024
245606 หจก.พานพิเศษออยล์,19.882491,99.833837
245611 บริษัท ที ซี เอช ดีเวลลอปเมน,17.882561,102.747814
245620 บริษัท ไทยสงวนโคราช จำกัด,14.934355,101.982918
245625 บริษัท พี.เอส.ออยล์ เซอร์วิสด,8.446908,99.921174
245628 หจก.ชัยชุมพลปิโตรเลียม สาขาท,8.009,99.885002
245645 บริษัท ฟ้าศิริชัยปิโตรเลียม,16.158001,100.894997
245647 ห้างหุ้นส่วนจำกัด ซีโอทร่า,13.816257,99.878721
245672 (102) เพียว-วิเศษชัยชาญ,14.554812,100.449206
245696 บริษัท โออาร์พี 2019 จำกัด,18.546036,99.033287
245709 (114) เพียว-ตลาดไท,14.088509,100.631157
245722 บริษัท พานออยล์เอ็กตร้า จำกั,19.937,99.887001
245729 ซัสโก้-นากลาง,17.302332,102.200752
245753 ซัสโก้ - วังชมภู,16.264307,101.046404
245780 ซัสโก้ - ลาดหญ้า,14.0976,99.420769
245787 บจก.ผ่องพรรณแข กรุ๊ป,6.999905,100.470634
245788 หจก. อารยะบริการ,14.635487,99.873886
245796 หจก.หาญสกุลปิโตรเลียม,20.168122,99.852924
245801 ห้างหุ้นส่วนจำกัด พรรณ์คำ,19.691377,100.199425
245803 หจก.ผ่องพรรณแขออยล์,7.019469,100.488406
245811 ห้างหุ้นส่วนจำกัด กิจพิบูลย์ร,16.403505,101.139954
245812 ห้างหุ้นส่วนจำกัด ภาณุ ออยล์,20.145383,99.857516
245815 บริษัท อมรชัย ปิโตรเลียม จำก,13.976489,99.654863
245834 ห้างหุ้นส่วนจำกัดศรีเสลี่ยมบ,17.322422,99.565947
269233 บจก.เคดับเบิ้ลยูซี ปิโตรเลีย,7.888,98.393997
269307 บริษัท ฟูลออยล์ เซอร์วิส จำกัด สาขาบางประกง,13.5042288355647,100.996723507347
269409 P.A Bangna (Saimai),13.9223092574665,100.699333665263
269429 บริษัท แพลตตินั่ม เอนเนอร์ยี่ จำกัด สาขาท,13.7777284152497,100.531886268405
269433 บ.เอ็นเอสออล จก. (ลำลูกกา),13.9677227465504,100.618418994825
269437 บริษัท นาคณครา จำกัด(พหลฯ กม.25) (สาขาที่ 00003),13.9320885603969,100.626101086718
270447 บริษัท เกสทรอน จำกัด (เพชรบุรีขาเข้า) ,13.7471480569104,100.572419063789
303TSTGEOFENCE,11.039624,76.95012
A S ONE OIL LIMITED PARTNERSHIP,13.6754393920316,102.527060547868
ALEXON CO.LTD.,13.7410159961587,101.013360224305
APA(2) INDUSTRIES COLTD,13.7580993004331,101.052138539523
Atlas ASIAN WIRE PRODUCTS,14.9141734828872,101.95611036366
Atlas Charoenrat Rd.,13.6963886890439,100.514013149454
Atlas Chiang Rai 7,19.8712690427614,99.8271941524302
Atlas EntechProducts,13.7185853538861,100.316254742065
Atlas JINHAI HARDWARE ,13.0791660683779,101.206604108767
Atlas K.C. Oil and Gas (Kaeng Khoi),14.5708967918826,100.981671774851
Atlas K.C. Oil Company Limited (Bangchak),14.617150968217,100.892909363462
Atlas Kao Pathum Namsap Petroleum Company Limited,14.0520760794613,100.4541916
Atlas Le Prestige 7895 ,13.2311241493153,101.473075512357
Atlas LIKE COMPANY LIMITED,12.6174813317161,102.136677405607
Atlas LPG Phraya Trang ,12.6220390391461,102.071406351653
Atlas LUCKY UNION FOODS,13.5518985891395,100.230433505436
Atlas M.S PETROLEUM,13.712667834883,100.363557610643
Atlas Mr.Chalerm Kanchanatripop,13.9811277481257,99.6043741038802
Atlas Mr.Chalerm Kanchanatripop,13.9812878171665,99.6043673983577
Atlas Mr.Chalerm Kanchanatripop,13.9811719948636,99.6043741038802
Atlas Olympus Oil (Lat Krabang5),13.7222325359719,100.754571961166
Atlas Olympus Oil Bang Khun Thian-Chai Thale Road 4,13.6461735133051,100.432198903426
Atlas Olympus Oil Bang Saphan 3,11.4184444286859,99.5215059408058
Atlas Olympus Oil Bangkapi 1,13.7672181589677,100.656191384646
Atlas Olympus Oil Bangkapi 3,13.7548373449904,100.646346233362
Atlas Olympus Oil Bangkok Rant,13.6120303486496,100.712791277027
Atlas Olympus Oil Bangkrang,13.836140695619,100.466402163754
Atlas Olympus Oil Banglamung 6,13.0078376022003,100.931278839846
Atlas Olympus Oil Banglamung 7,12.9391684019335,100.995456547062
Atlas Olympus Oil Banglen 6,14.0182653772949,100.174228335475
Atlas Olympus Oil Bangpa-in 2,14.1388138124333,100.619060074903
Atlas Olympus Oil Banpong 3,13.7962629812318,99.9564487018538
Atlas Olympus Oil Bueng Narang 3,16.2059933166659,100.128130777358
Atlas Olympus Oil Bueng Sam Thousand 2,15.7717619826991,101.008281514837
Atlas Olympus Oil Buengkum 3,13.8116267396187,100.650265103941
Atlas Olympus Oil Cha-Am 3,12.885308259317,99.9113724977779
Atlas Olympus Oil Chachoengsao 5,13.7597038498382,100.991986989863
Atlas Olympus Oil Chainat 3,15.1570449071957,100.144024839575
Atlas Olympus Oil Chanthaburi 3,12.6159074725428,102.106423921461
Atlas Olympus Oil Chiang Mai 3,18.7575597798767,99.0312892431893
Atlas Olympus Oil Chiang Mai 7,18.7997412732812,98.9939816880456
Atlas Olympus Oil Chokchai 6,14.7402658306704,102.144449611673
Atlas Olympus Oil Chonburi 7,13.350384603108,101.009695656963
Atlas Olympus Oil 1 (Soi 31),13.8197108359832,100.844829153857
Atlas Olympus Oil  2 (Soi 26),13.8147184235645,100.841241520194
Atlas Olympus Oil  3,13.5045720185015,99.972489905421
Atlas Olympus Oil  Choeng Noen 2,12.6761926151042,101.302531900469
Atlas Olympus Oil Chonburi Bypass Road 3,13.3605381213175,101.013509179208
Atlas Olympus Oil Ekachai 1 Road (Soi 6),13.7001936568662,100.461664545097
Atlas Olympus Oil Ekachai 2,13.6309261258022,100.363630561198
Atlas Olympus Oil Krungthep Kreetha 1,13.7338401214108,100.69783094607
Atlas Olympus Oil Nonthaburi-Bangbuathong Bridge Road (Nuanchawee),13.9425916368619,100.5408613447
Atlas Olympus Oil Petchkasem 1 Road (Km.59),13.8134668838976,100.101131539068
Atlas Olympus Oil Petchkasem Road (Soi 97),13.7066181023885,100.292712387408
Atlas Olympus Oil Sema Fah Kram 1,13.9540841884642,100.642587898649
Atlas Olympus Oil Sema Fah Kram 2,13.9728005391983,100.644018931698
Atlas Olympus Oil Company 2,16.1471941062842,100.620878758668
Atlas Olympus Oil Company Kalapapruek 1 Rd.,13.6984795555156,100.440611153928
Atlas Olympus Oil Company Kamphaeng Saen 7,13.9601005413544,100.004415051047
Atlas Olympus Oil Company Khlung 4,12.468571056963,102.199457478569
Atlas Olympus Oil Company Pak Pipe 3,13.3522119892659,99.828033184162
Atlas Olympus Oil Company Phraphutthabat 4,14.7592028535815,100.727725182539
Atlas Olympus Oil Company Thoen 2,17.5432875812059,99.195423191191
Atlas Olympus Oil Jombueng 1,13.6311850513677,99.6028796277305
Atlas Olympus Oil Kabinburi 5,13.9431171353901,101.706011249722
Atlas Olympus Oil Kabinburi 6,13.985740323461,101.742948415501
Atlas Olympus Oil Kaeng Khoi 1,14.5774606785889,100.995381410144
Atlas Olympus Oil Kamphaengphet 5,16.4706114373559,99.4967114586375
Atlas Olympus Oil Kanthararom 3,15.1010824290491,104.604718646661
Atlas Olympus Oil Khanuworalaksaburi 4,16.0098520965181,99.7933591315943
Atlas Olympus Oil Klaeng 10,12.7803469357899,101.817659443534
Atlas Olympus Oil Klong Sam Wa 2,13.8598019869876,100.696861646308
Atlas Olympus Oil Krathum Baen 5,13.6252034874499,100.293566942954
Atlas Olympus Oil Krathum Baen 6,13.6488412186754,100.287619500917
Atlas Olympus Oil Ladkrabang 4,13.7505951532118,100.790014669567
Atlas Olympus Oil Lampang 7,18.3608067469985,99.5742153157247
Atlas Olympus Oil Lamson 1,15.2820233004129,101.347745780957
Atlas Olympus Oil Lansak 1,15.4371341381029,99.613090160119
Atlas Olympus Oil Lat Lum Kaeo 8,14.0539558077295,100.333696332187
Atlas Olympus Oil Mae Hong Son 2,19.3353895559923,0
Atlas Olympus Oil Makham 2,12.6419450453901,102.172461981679
Atlas Olympus Oil Minburi 5,13.8132784915097,100.704653208546
Atlas Olympus Oil New Petchburi Road 2,13.7443829490444,100.58745284077
Atlas Olympus Oil Nikhom Pattana 4,12.7953094757074,101.152593294225
Atlas Olympus Oil Pak Thong Chai 1,14.679022422543,102.015719483134
Atlas Olympus Oil PakTho 4 ,13.3538773043582,99.826726938593
Atlas Olympus Oil Phanom Sarakham 8,13.7720155673699,101.523017206735
Atlas Olympus Oil Phanom Sarakham 9,13.7457599729457,101.450700749492
Atlas Olympus Oil Phayakkhaphum Phisai 3,15.50936817386,103.208359382146
Atlas Olympus Oil Pho Pratap Chang 2,16.3474443112776,100.127430068751
Atlas Olympus Oil Photharam,13.6772281217701,99.8772674409793
Atlas Olympus Oil Photharam 4,13.6504693055042,99.8578207682121
Atlas Olympus Oil Phra Nakhon Si Ayutthaya 2,14.3399220253332,100.527491548181
Atlas Olympus Oil Pol 3,15.8900687773998,102.645583696302
Atlas Olympus Oil Prachachuen Road,13.8253870057954,100.537561033381
Atlas Olympus Oil Prachuap Khiri Khan 3,11.8662235998194,99.7861668707131
Atlas Olympus Oil Pratunam Pa In 1,14.1402109358303,100.617588491443
Atlas Olympus Oil Promburi 2,14.8466621783511,100.44639329722
Atlas Olympus Oil Rama 2 (Km.26),13.5685411519624,100.283877786803
Atlas Olympus Oil Rama 2 Road (Km.35),13.5999611384333,100.368325175638
Atlas Olympus Oil Ratburana 2,13.6576106254978,100.499039691962
Atlas Olympus Oil Samut Sakhon 9,13.5100116563216,100.136481052139
Atlas Olympus Oil Samutsongkhram 2,13.3734857623545,99.9624684864979
Atlas Olympus Oil Samutsongkhram 3,13.3681098855463,99.9533975680953
Atlas Olympus Oil Sapphaya 3,15.1504203130077,100.252197542541
Atlas Olympus Oil Sattahip 3,12.8607685723075,100.90689556482
Atlas Olympus Oil Soi Intapaj 9,13.6945596469562,100.380227164956
Atlas Olympus Oil Soi Phetkasem 81,13.6848140686348,100.343925957925
Atlas Olympus Oil Sriprachan 5,14.5436832304981,100.130251642032
Atlas Olympus Oil Tak 4,16.8436186465812,99.113325163621
Atlas Olympus Oil Taphong 3,12.6395595454865,101.39005003497
Atlas Olympus Oil Tha mai 3,12.6543078276048,102.052115999294
Atlas Olympus Oil Theparak 2 Road (Km.12),13.6048799277132,100.694443794298
Atlas Olympus Oil Utumpornpisai 3,15.1546368416036,104.19173425651
Atlas Olympus Oil Wangtong 2,16.8619844524753,100.502040526512
Atlas Olympus Oil Wattananakorn 3,13.7768142765792,102.205939643203
Atlas Olympus Oil Wiang Pa Pao 5,19.191781628545,99.5120051307058
Atlas Olympus Oil Wiang Sa 3,0,9.33614904791985
Atlas Phet Unique Gas (in Phetchabun),16.4095793729049,101.145429020616
Atlas Phet Unique Gas (Out Phetchabun),16.4037323303833,101.141347277821
Atlas Phromphiram 6,17.0968258385386,100.311420218558
Atlas RATCHASIMA STEEL PRODUCTS,14.909828961812,101.958674825717
Atlas SamKhok 4,14.1104458015248,100.570718023233
Atlas ตราชั่ง เจริญทวีบูรพา สาขาตะปอนน้อย,12.4968893293602,102.171514214198
Atlas SINGBURI GAS INDUSTRIAL COMPANY LIMITED,14.9194537945653,100.400264726531
Atlas Thai Nanferous Metal Chamkat,13.5980507687465,101.342449432968
Atlas Agricultural Scale Aranyaprathet District,13.6772739758141,102.486663179156
Atlas Cap Global Aluminum ,14.0975657686084,100.733206018927
Atlas Metalmate Company Limited (Head Office),13.5377974271744,100.634406342432
Atlas Taymax Wire Rope Industry Corp. Ltd.,13.8896461916437,101.564660210199
Atlas World Gas Service (2012) Ltd.,13.7056480576529,100.645062981592
B.GRIM AIRCONDITIONING LIMITED,13.8162834509773,100.911525021661
Bang Chak Gas Station Km. 149 Nakhon Sawan,15.3767290446262,100.154296414703
Bang Saphan 5 (inbound) บางสะพาน 5 (ขาเข้า),11.2586562255198,99.4376246944428
Bangchak Bangna-Trad Road Km.16,13.6181607040777,100.745507380587
Bangchak Gas Station,13.6401108029183,100.701217843225
Bangchak Gas Station - Asia Line 2,14.3241892577255,100.614189229305
Bangchak Gas Station - Bangna-Trad Km.13,13.6318047259346,100.716014226756
